file,bytes,sha256
results/evidence/noiseless/adversarial/adversarial_rank_n028.mat,4588,5b20d8abc9dae557a6abe5af6cc1f4e34c4c6d2b69ab6f0c2aebf64195afe385
results/evidence/noiseless/adversarial/adversarial_rank_n030.mat,7776,90806ba59f9a3a890014432df8e5251772de15c5bde67e4d310cbb5af9c93d96
results/evidence/noiseless/adversarial/adversarial_rank_n032.mat,13499,b7d96483b57fda11c5045045d4f08ac70cfc9366398439aea014cfa0d6b1cf0c
results/evidence/noiseless/adversarial/adversarial_rank_n034.mat,23250,10854d547dedfd7b215521e78675e1e077f6de4de28945d0a285e4f43030800f
results/evidence/noiseless/adversarial/adversarial_rank_n036.mat,39037,11bdb86deb08ff437eecd6aa89a0ac18e467b7479fafa08dfce8627fdc4dfccc
results/evidence/noiseless/adversarial/adversarial_rank_n038.mat,67677,95eaaa96f41f6f934474b4b0b8ac1dce98189f59c460e566097d24fba30da951
results/evidence/noiseless/adversarial/adversarial_rank_n040.mat,119645,c0632ce18db8bc8416c123ef265249eb3733f590423fb252bfa2f845de42dbad
results/evidence/noiseless/finite_length/exact-threshold_n024_M002000_seed0020563225_shard000.mat,7116,d394ed51f362865c31f7df18542d4fc5a3adaf72b384e50d129ebcddbef1e0f1
results/evidence/noiseless/finite_length/exact-threshold_n026_M002000_seed0020563425_shard000.mat,6888,d6932cd18c19e4db078510444fd404eb1c92e3c16e68e5a5317e9666c7493d69
results/evidence/noiseless/finite_length/exact-threshold_n028_M002000_seed0020563625_shard000.mat,6665,7d1ac40fa9bc5fa82417a1edbfafb8db4b01335462a8f49a0b18ff13caaf00a0
results/evidence/noiseless/finite_length/exact-threshold_n030_M002000_seed0020563825_shard000.mat,9795,d0c701e727651f3b6348cec4a0d2fcc7be5b4e89e8a723b4c2f85949066a5e94
results/evidence/noiseless/finite_length/exact-threshold_n032_M002000_seed0020564025_shard000.mat,9838,b6718a5dbb8bc43ff5d609a821ea5dd00be149caceb679e3e1bda5dcf84bc66a
results/evidence/noiseless/finite_length/exact-threshold_n034_M002000_seed0020564225_shard000.mat,10254,505f7e079a269f3913e794d5149cbcf379a64843c6f9270abad2304a4cb1a864
results/evidence/noiseless/finite_length/exact-threshold_n036_M002000_seed0020564425_shard000.mat,10431,b82c3387f2153b4bf02af7a1516d86e4e3025881007f49ab10e1771bfae376be
results/evidence/noiseless/finite_length/exact-threshold_n038_M002000_seed0020564625_shard000.mat,10423,93d7f042645c286f5ef9d93813c0568327eca84a2350588e98e76e6e02bb8e10
results/evidence/noiseless/finite_length/exact-threshold_n040_M002000_seed0020564825_shard000.mat,10614,d66bd438451c696d01a755d01d6c1609a93db910cc3ce3eb66f1c3fe8c7411b3
results/evidence/noiseless/finite_length/id_n024_M002000_seed0020363225_shard000.mat,5640,335acb9502b973ce40991c458d33531c62f591ce2e4f62be45b31edea3b8b481
results/evidence/noiseless/finite_length/id_n026_M002000_seed0020363425_shard000.mat,5623,64e2e90c4aef691e295b7507f64ffd9395bc93fbece90a71e513c601d5cc1d28
results/evidence/noiseless/finite_length/id_n028_M002000_seed0020363625_shard000.mat,5687,cb3e750d34522af0af3f2a0aef5c1b2b439fe249b4142bf182029518ca6b67ca
results/evidence/noiseless/finite_length/id_n030_M002000_seed0020363825_shard000.mat,5722,40f90aeb8884386b67f1f19927e971ecf0d44abe88c5e4dfba5c7067050d991e
results/evidence/noiseless/finite_length/id_n032_M002000_seed0020364025_shard000.mat,5782,2078c4837e2cbfaf0d5d9d615e2254c23081a52e3f0755a1480ee91a175ce3ad
results/evidence/noiseless/finite_length/id_n034_M002000_seed0020364225_shard000.mat,5860,cced245100e9076405a15a77401d8809d8079eeefe69a3ba4c359b151627ca07
results/evidence/noiseless/finite_length/id_n036_M002000_seed0020364425_shard000.mat,5993,8c5bbc86ff3c6f43804d151ecd295b97cd18f19642dec7f5ba23d5981949bb42
results/evidence/noiseless/finite_length/id_n038_M000050_seed0020364625_shard000.mat,4330,a826b7f81f91d134daa20b0e90fe1d6400d9bde330415bc650c902d06bb96acb
results/evidence/noiseless/finite_length/id_n038_M000050_seed0020364626_shard001.mat,4342,dea74ed368f0c44a327b873b2bf415605e9fb0ac99b1bad02bf669e271306e0d
results/evidence/noiseless/finite_length/id_n038_M000050_seed0020364627_shard002.mat,4340,1d03355bffd3accfa7341f5e04ba2021d90e2ee2b8da442175da349047a7b178
results/evidence/noiseless/finite_length/id_n038_M000050_seed0020364628_shard003.mat,4332,8479f95af8868c508b73579f8cc25e1cf1ad4287b98eeb5bb92c80512c8c48b0
results/evidence/noiseless/finite_length/id_n040_M000050_seed0020364825_shard000.mat,4712,1fd3edab1d72959a797d288ba12aee2a098fae8d401b2f4a0eea537b0cf6a2cf
results/evidence/noiseless/finite_length/id_n040_M000050_seed0020364826_shard001.mat,4713,5e0b18ae68503d1d82fba60aa909d27d7cee03460ca96f12d6980fdedb436ed3
results/evidence/noiseless/finite_length/id_n040_M000050_seed0020364827_shard002.mat,4709,87cd86fc1587d0ef4ac7dfc6705dddeafa09dd42006d4596fc5cafb5f693a23e
results/evidence/noiseless/finite_length/id_n040_M000050_seed0020364828_shard003.mat,4710,d194d756925b3f3467c5868b243006dc3c25b9d1548e571fd0ec349e94440fbd
results/evidence/noiseless/finite_length/rank_n024_M002000_seed0020463225_shard000.mat,7280,520b6d19e23824974104212c20d35d052137ae5706d3287e2c0ff851ecb531ee
results/evidence/noiseless/finite_length/rank_n026_M002000_seed0020463425_shard000.mat,7240,2efbfd4f782add7bd8673d69da3e533045ed6726bf313765c69699ead4017564
results/evidence/noiseless/finite_length/rank_n028_M002000_seed0020463625_shard000.mat,7271,205b4f44f6abacda0e636daa43ad87168dc2297acac07e9305da35ff77b387fa
results/evidence/noiseless/finite_length/rank_n030_M002000_seed0020463825_shard000.mat,7253,a60e0c5ae93942564cccd2167d67284b3d6f54548acc77902ba49fcf181f62b4
results/evidence/noiseless/finite_length/rank_n032_M002000_seed0020464025_shard000.mat,7244,5175d72348bf974b5c2fba33acee85b13a89ed04a1cb1917c830f8a1b90f0141
results/evidence/noiseless/finite_length/rank_n034_M002000_seed0020464225_shard000.mat,7251,ee546d993050339f7de1d9c8edefc07f9fd794336485780bc7a2bb18e8fd49a4
results/evidence/noiseless/finite_length/rank_n036_M002000_seed0020464425_shard000.mat,7168,9f16caf3403777ea5e133b016207f2ee0b6eedb62a79a0d5aae1b18d1ba3f715
results/evidence/noiseless/finite_length/rank_n038_M002000_seed0020464625_shard000.mat,7241,ddaba16c0789422dca616924f4465591c9abc66a8a9d558835c6d9a83ee733d8
results/evidence/noiseless/finite_length/rank_n040_M002000_seed0020464825_shard000.mat,7280,fa1004da05933456ef7986da883187c2b97879db9a7a4091fe508ae9403b4a42
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p1p0.mat,21977,c9903ebd7e7bd4729755861d69689aab6b288df3c5ce31be6c60b06f848647f4
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p1p5.mat,22245,0c40de96b062768a5888c3c9377138d892404b501a689ec5ec473e847feddac5
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p2p0.mat,22402,70cdd0a23a4aca4704c2b93efa537bfdf32dd68a11cdc30e8a603cc7802ad367
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p2p5.mat,22801,dfb2c91b85a87751c9240871ebc2f7fec20336aef5fa0e661e9d73b9ae991bf8
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p1p0.mat,23711,dd9ebf9496816bc68f590a065c3faf83919390c1075c0200b4fc64df51fbd27b
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p1p5.mat,24182,558333ee660d2454acf2d3688e8d19f89bf4397fd3c1f1ab824934279236a532
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p2p0.mat,24318,5cc7fe84a1316e807ede5c2eff2070848b14d035452ceb773a254b0e358b23fe
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p2p5.mat,24595,ae7d2d289d34a188dc8f1fa6c9186c89d0fddfdcb00648d64d9a2b600379ddba
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p0.mat,24777,03dbc87f77a3d62529206fb45fd0a8cc2258695995789d0433357e6fc3c93520
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p5.mat,25067,c5e7a88ccc18eb639dd45e0002a93bef05fd55e10d05f2c43c8f39ab7e3c3c72
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p0.mat,25110,d81d7e025ae75d52e160b9acc4f55729a1c4fc7ac3dbc0fa180a372923ac9fe2
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p5.mat,25220,3f2c9a21ad81e9d7ed2810aabe95c3b965ec50fb699357e04ca866b267700654
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p1p0.mat,29101,bd76220cf82bd684274133198705c630ab0dd18a15ef69dc04060a42bfda45d7
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p1p5.mat,25410,9d40728d1c84a537738b0a630b615e380cc6940b3832efb5ee8463a9f908ad70
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p2p0.mat,25650,d3054883bb06ff138a2456217747808c201fc1450cee1bda05576ac69f09a8cf
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p2p5.mat,25582,b28f9008bb99a0133cbcb203f3d397ef025dfdad3e058df9fd5807d96d769cdf
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p1p0.mat,28707,1f8571bf5e81badd446f24ef34b05bb37cc1a71939597103c6de8c41f471821f
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p1p5.mat,31709,7572311ae74ca28f7936cf96bfabe007482d2bfccf3e48c98447c61667122b71
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p2p0.mat,24886,9906fd97439686c8d0546bee30ff1892b67b94804ca97fbb068a31635198d302
results/evidence/noisy/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p2p5.mat,24972,3e6dcc4fe151f56429abc5bb0b0400c3500e262fbc2594ebf565bc9bde6ac666
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p1p0.mat,9698,117749f5337a77569c1215350cd76f7226eb231507f02f570d7e3ec1c4356137
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p1p5.mat,10188,9848d83bc007c966c4b2732672ed0145d89860a344eed17d17594d68bb48457f
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p2p0.mat,10416,ceea6d3adc204b5ef4dfa7f15d01cb3ef21e6e4df3f8e031eee218c1aa79e2a8
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p2p5.mat,10741,8a18758c19edb98cfddb98a21f8db9423029c77f52ae8f4bb7415d33f80d1286
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p1p0.mat,10037,f1ce091b7f50ed8b6189ab28b01c4e4a48447295fb56ec8812c89cb74093f594
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p1p5.mat,10418,e98e523389f07596bba36a0fde25c5c148ff5f60856d14bdf9f6fba935c4b137
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p2p0.mat,10445,1629e059e28251bb23a6be9ebcfaee6831d72afc71b5b989846fa03684ed4acc
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p2p5.mat,10777,f5fcd96a3182ccf5414b647705c56d0a4a7e343868771ee1c8190ceb37024a58
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p0.mat,10207,210304b03410255d9fa4c0fceb128cce0704e86492b157723b95cadd9bfe54b1
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p5.mat,10489,5dd14cf9a5b959322896777adf1defcbc1761cff32f3094653b2c833e2194018
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p0.mat,10688,bfa87fdb6c4e727911f46b5eace0e6d354b5479321cd28dfd102b40972ccc9e3
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p5.mat,10603,eda443c0ddacd9a4660238ab5ab815095ba41eae0d4e9c019b2153fa58efecef
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p1p0.mat,15250,3794a0a2d862cb5224c2935b7d6932b163fe28bd891670408cbbb505848f26eb
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p1p5.mat,10751,30035e01b9204154296408d6fe73af04122acb460a9fd3553258bb6d91f022d2
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p2p0.mat,10631,3125c05a01e315f2a9a5c0cb38fae2e3e558a01b3b5496088adb467f6bebec22
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p2p5.mat,10910,87781f660a34891bbd00aa2f292756ecd0658b9df0f8eb23291310657f7b2eb5
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p1p0.mat,16004,9a117143282b66f225bfb6855244d6f8449bbc75449b2d6dbcab51247b83def3
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p1p5.mat,19021,f54855b1f810e3315f265c9e246a407a238c0ad7ec21ed08765a68854613917d
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p2p0.mat,11212,2e02edf0b4e41d04f1da3cab2790ccbb133a498f07ce1d717a2e886f31b99931
results/evidence/noisy/rate_pareto/id/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p2p5.mat,11181,0058e8b8b80070b92e47e86410c5b0b7c847ea0f087865d36f4751900ba45edd
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p1p0.mat,10468,c160eb12423ca7c0a9f71064c5fea506fc4b6ec4c9fe1afe1433eac040cb3999
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p1p5.mat,10619,72db5d463423d7e559b065be8e9796526f8855f9ecca4eb9d7cc30818b47c379
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p2p0.mat,10797,a140941c6189b4d889e6c0e2fda823cea1a99874f72881a58dc0f85bbe05ad53
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p3333/points/result_n_40_awgn_ebno_p2p5.mat,10923,c1e49e7e7d622a5b9e6b38cc81a0acb68bf66cccb071c377c94445458f637649
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p1p0.mat,10654,1bbe03098e69c708969a6ff62edcc11aefddcf6e004557f366a70fb7ae2661d3
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p1p5.mat,10820,dd9352b2633e805656da0d4c82a8bb36efd9c474a7cef857a9e33aaac472729e
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p2p0.mat,11140,6e9dbd1c7d43d544a38b4537cb78b5b1527a6d5c853e61a7f706e13457c89373
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p4/points/result_n_40_awgn_ebno_p2p5.mat,11070,e44b6cb8da70a2f85b6b1117810b53b46a8c681c4e48b7c7311e4f813b89626c
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p0.mat,10942,c15cf0b0577ec081e3388373063fb5616d8ead579cd86a7cf9b8c5aab6973adc
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p5.mat,11095,3279c721c4917f0e00190a44a1e1eff5af82c3ac920b3b1f558c76327a71ea44
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p0.mat,11301,8d9bbd797a4d48019927c3753821aa8b1b5c6ed38e662f3a1590cdfe12d24c6e
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p5.mat,11363,72b8c3f0e8e5e2308bc259842668372ff216d70072caa50557d5fda3ac441a73
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p1p0.mat,16058,bbad990a67240b91bc51c45cdc1dfa2e8337dc70235874b9be443ce513bf33ff
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p1p5.mat,11463,e150d309254a4110caaf75342b70552478be2d977c4d4816c2c14008d1020057
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p2p0.mat,11682,02cddc0a50e511e3197adc005350cab4975e8917f007ad4991dc8b18d54b6a38
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6/points/result_n_40_awgn_ebno_p2p5.mat,11706,a185601c1c02bd2288e3de44716937fc41c6cefff4342d1f946c53b12e8762c5
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p1p0.mat,16564,8ccccc95270c846507874a7cf7345bdb366417e1242aa7ce90f1d37ecf8a55b1
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p1p5.mat,19712,c8e8cf74742427373cab1c75417df6a6564b7904b3f630725f7a4696e5fb0554
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p2p0.mat,12079,de6bd2ce118a7af07a37862bc4547fb594c573ec96607f6c8bf2181ca9f44b85
results/evidence/noisy/rate_pareto/rank/n_40/Rc_0p6667/points/result_n_40_awgn_ebno_p2p5.mat,12032,55081f997a9e5bc8e74625fe9ea18120274a89224570d11ceb78a151a8da393c
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p5.mat,27543,833b889605d370a1ba49c6c8304a05bb1f4e97ab8c16a4eec5be64a45d13ba70
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p6.mat,29090,ffbe4db3f918a8619ba1cc8f7c0729dbbbc217231d1903b68c5a1f6891f1d56e
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p7.mat,32011,d05fc95a25367449daf4a447a21c0d5184e353b7655a47f05533a98f0203d092
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p8.mat,26611,f7ff564f58b989a1a0d1bc1ec77a83234888572cb94a176a6017826b295ebdf4
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p9.mat,23914,e351dccab8136c9cc5269e79a5f5371f962a9adc316b62e517ead6d26c63f612
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p0.mat,23976,0eeca14eedac81d7ac8ac8e43ddb63f2beb104357021693b1cda8018c4fd948b
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p1.mat,23950,aff0d4158a56c32a2d3f1893e8e04530ea224c8bd60ccd1e8c6a3fbdee1ee275
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p2.mat,24051,86712e09d88b39a755c8a6ba5c120b8b5c8abb81ecb81236a60b72b91ba72bbc
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p3.mat,23865,315bdf68df27bb168ba4f8fef3e807077d67fba4664d5218e6aff49f64625d9e
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p4.mat,24139,2334f4d162f684d6426e7ad87c189aa334ed63bee3ae4ba4d4c333e497091431
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p5.mat,23857,e68f2e42802855285de96ad384f994c6b3e925fb71e4317df5e9128e9df54f0e
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p6.mat,23965,65b0918cdaaf2ad16b8d7fb6c192262a4679ace5fbfcf87c1ed9ec1400cdef4e
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p7.mat,24340,7f2a3db9b773375493f311ec9de0699c00158a38c74b13589be9932e88cae3ec
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p8.mat,24051,f9932246e35e02b0a2a4f81bf7fa78abb4c05491a4b01d467839647fa25e8c1e
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p9.mat,24128,5341ae730a40e8f3dc3e15728d2be9b199e58f220b281bd98814928da7fb4137
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p0.mat,24296,a1dfa7b69a2802680262b867403262294408bbf4d3034e031c0ccbefc47ef845
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p1.mat,24333,3d74f7e334e9527113d770a66d7b54701a06916eba5de152ffe1919b51f84b4b
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p2.mat,24217,b77fb8ca005ea5b853f0f1594e63a2919519018ca4c49cb3c98e50b3b9b5c988
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p3.mat,24216,6690542f1d7bab14dc71de9c0739ad5bf73a58aec9e9f0a61ee0420c6de5deb9
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p4.mat,24418,c8b9f8719ea726581f33a645fd06a27808783fdaaba94b3b669244e97b31e41e
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p5.mat,24298,57db60cc6b3f86f86014d3f095bd4910300b43ede8bd50671d3c2a8db87c7262
results/evidence/noisy/threshold_nt40/exact-threshold/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p6.mat,24434,067b8ad8450dab4ba33207668584d5e45e9db82bee609d468bc0cb0337188623
results/evidence/noisy/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p5.mat,28398,e9d45370b6784399dd6524e2e1af03444d08e63e6892b1238475072b8511c59e
results/evidence/noisy/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p6.mat,30339,7a725a5c0136a6cfbf62162340f4d48388f7ae3163afc816455c59385fb4b63a
results/evidence/noisy/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p7.mat,32915,1f74c3fe3afbe9c6cccde55de10ae39e0086add96a3cec7dda5ee1cdfad814d1
results/evidence/noisy/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p8.mat,27757,5477c4722aef2cd8cf2157b1cabc357a0df97b6f0ef6e7e15de8ce8f231bbe72
results/evidence/noisy/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p9.mat,24987,b131358f3ab2724929198a06fe2135018bf3d5bc58359bfe484d4758e0eb46ab
